tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,sentiment
3694,116600,True,Sat Nov 25 23:46:31 +0000 2017,"@comcastcares Guys, it’s been a week continuously when your app says outage reported. And my internet connection keeps breaking up. Saying “Outage reported” is not enough. For a week!!!",3693,,negative
3696,116601,True,Sun Nov 26 00:08:34 +0000 2017,"@comcastcares Ahhh, you only care about throttling my internet speed I am paying for when @116602 is involved. Interesting.",3695,3697.0,negative
3698,116601,True,Sat Nov 25 17:43:16 +0000 2017,@116602 I am supposed to get 75 mbps download speed from @115900 but I am only getting 31 mbps according to https://t.co/yPMq1ut5y5. Thought you might want to know that they are throttling me... again.,3697,,negative
3700,116603,True,Sun Nov 26 01:14:02 +0000 2017,@comcastcares That's a lie. U must think we're stupid... how does licensing Malibu mislabeled a program. That's incompetence,3702,3699.0,negative
3701,116603,True,Sun Nov 26 00:04:12 +0000 2017,@comcastcares What? That's ridiculous. It makes no sense that someone else is at fault for your programming error... U had wrong game labeled... twice. how is that someone else fault?,3699,3703.0,negative
3706,116603,True,Sat Nov 25 02:31:11 +0000 2017,Damn... how fucked up is @115900 the #UVA #RIU game is over... but I went by they're espn setting... this game can't be just coming on LIVE... how I hate them!!! https://t.co/NXdDA3OVaa,3704,,negative
3708,116604,True,Sun Nov 26 00:06:25 +0000 2017,"@ComcastCares
#mobile_Care I’m having trouble viewing my channels on my tv",3707,,negative
3710,116605,True,Sun Nov 26 00:12:21 +0000 2017,@115817 leaving something in my building is not delivering that thing to me.  Honestly it’s just stupid.,3709,,negative
3712,116606,True,Sun Nov 26 00:24:02 +0000 2017,@UPSHelp  https://t.co/FOBx5USiy1,,3711.0,negative
3713,116606,True,Sun Nov 26 00:12:11 +0000 2017,"@115817 @UPSHELP You have an epic fail regarding a delivery. It’s unacceptable and poor service. No delivery attempt by driver, lying by the driver, then misinformed by phone agent and still no delivery and it will be 3days late.",3711,,negative
3715,116607,True,Sun Nov 26 00:13:03 +0000 2017,Yall got 47 minutes @UPSHelp @115817,3714,,negative
3717,116608,True,Wed Nov 01 02:21:10 +0000 2017,"#uber : how funny when Uber Ask you to add even 10/- incase of low balance, and then deduct 50/- for their driver cancelling the ride.😡😡😡",3716,,negative
3719,116609,True,Wed Nov 01 02:59:58 +0000 2017,@Uber_Support Are you going to email me or not,3718,3720.0,negative
3721,116609,True,Wed Nov 01 00:59:21 +0000 2017,@Uber_Support my driver crashed and I hit my head happy Halloween,3720,,positive
3723,116610,True,Tue Oct 31 23:19:26 +0000 2017,@AmazonHelp Have completed form and emailed you.,,3722.0,positive
3724,116610,True,Tue Oct 31 23:04:13 +0000 2017,@AmazonHelp There was only one costing a lot more than £20 and  FBA -stating eligibility !,3722,3725.0,negative
3726,116610,True,Tue Oct 31 22:53:28 +0000 2017,@115830 Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,3725,,negative
3728,116611,True,Tue Oct 31 23:12:06 +0000 2017,@AmazonHelp All of them,3730,3727.0,positive
3729,116611,True,Tue Oct 31 22:34:33 +0000 2017,@AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me,3727,,negative
3732,116612,True,Tue Oct 31 23:29:03 +0000 2017,@AmazonHelp I can’t log in because it’s locked.,3734,3731.0,negative
3733,116612,True,Tue Oct 31 22:57:48 +0000 2017,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...",3731,,negative
3736,116613,True,Tue Oct 31 23:13:39 +0000 2017,@AmazonHelp Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine,3738,3735.0,negative
3737,116613,True,Tue Oct 31 22:54:07 +0000 2017,@AmazonHelp Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?,3735,,negative
3740,116614,True,Tue Oct 31 22:49:24 +0000 2017,"@AmazonHelp na ultima atualização da entrega do meu pedido, consta que não foi possível localizar o meu endereço, poderia ajudar?",3739,,negative
3742,116615,True,Tue Oct 31 22:59:06 +0000 2017,Thanks @116090 for ruining #Halloween - still no sign of the costume I ordered in Sept. Guess Rosie will just have to sit this one out. https://t.co/1tVEv5DZuM,3741,,negative
3744,116616,True,Tue Oct 31 22:42:37 +0000 2017,@AmazonHelp infórmese... no voy a perder más mi tiempo...,3743,3745.0,negative
3748,116617,True,Tue Oct 31 23:02:35 +0000 2017,"@AmazonHelp Many times, but still failing, and it happen with some show",3750,3747.0,negative
3751,116617,True,Wed Nov 01 09:36:48 +0000 2017,@AmazonHelp Sadly yes,3752,3750.0,negative
3753,116617,True,Wed Nov 01 10:09:20 +0000 2017,"@AmazonHelp Mac book pro, with Chrome","3754,3755",3752.0,positive
3756,116617,True,Thu Nov 02 10:31:10 +0000 2017,"@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",3757,3755.0,negative
3749,116617,True,Tue Oct 31 22:51:34 +0000 2017,@116618 why your videos on Germany breaks too?,3747,,negative
3759,116619,True,Tue Oct 31 21:40:54 +0000 2017,@115830 you pay for prime expecting next day delivery. Then receive 2 emails half hr apart 'failed delivery' but your sitting at home 😡,3758,,negative
3761,116620,True,Tue Oct 31 23:04:42 +0000 2017,Listen I’m having issues with my phone so like can you @ me so we can talk @AppleSupport,3760,,negative
3763,116621,True,Tue Oct 31 23:12:25 +0000 2017,"@AppleSupport 11.1?? when did that come out lol, i talked to you guys last night and you asked if i was updated to 11.0.3 which i am lol",3765,3762.0,negative
3764,116621,True,Tue Oct 31 23:04:59 +0000 2017,not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus @AppleSupport,3762,,negative
3767,116622,True,Tue Oct 31 22:59:14 +0000 2017,@AppleSupport I’m no expert in battery life  but 40% doesn’t go to 7% in 5minutes,3766,,negative
3769,116623,True,Tue Oct 31 23:42:29 +0000 2017,@AppleSupport That fixed it thanks,3771,3768.0,positive
3770,116623,True,Tue Oct 31 23:00:56 +0000 2017,@AppleSupport this is my top bar every time I open messages on my SE after updating to iOS 11.1 https://t.co/Lzge3qzc7w,3768,,positive
3773,116624,True,Tue Oct 31 23:00:36 +0000 2017,@AppleSupport iOS 11.1 - keyboard lag. 🤨 https://t.co/TdIHT9L9dt,"3772,3774",,negative
3776,116625,True,Wed Nov 01 20:10:26 +0000 2017,"@AppleSupport still happening, including on iOS 11.2 beta now. any ideas?",3778,3775.0,positive
3777,116625,True,Tue Oct 31 22:53:05 +0000 2017,"@AppleSupport I've also forced the app to close from the background and reopened, no dice 🎲",3775,3779.0,negative
3781,116626,True,Sat Nov 25 23:37:41 +0000 2017,@115817 @UPSHelp — Today a package that wasn't even scheduled for today was randomly rescheduled and dropped at my door. I live in an apt building. The package is nowhere to be found. I'm so sad and disappointed. What do I do?,3780,,negative
3783,116627,True,Sat Nov 25 19:13:12 +0000 2017,@115817 @UPSHelp I went online earlier this week and signed for a package that was to be delivered today. The driver did not leave the package and rescheduled the delivery. I need direction on how to get my package today.,3782,,negative
3785,116628,True,Sun Nov 26 00:04:04 +0000 2017,-me erday waiting for UPS https://t.co/bXr4Od96t1,3784,,negative
3787,116629,True,Sat Nov 25 23:58:43 +0000 2017,@UPSHelp Thrilled I stayed home all day on a saturday after receiving 3 emails reassuring me my packages are out on truck for delivery. *sigh* 7Pm...nothing. 🤨,3786,,positive
3789,116630,True,Sat Nov 25 18:41:57 +0000 2017,"Dear @UPSHelp thanks for just leaving my package on the porch, in the rain and you didnt even ring the doorbell? So there it just sat.",3788,,negative
3791,116631,True,Sat Nov 25 23:47:47 +0000 2017,@115817 WHY DID YOU MAKE ME PAY TO CHANGE MY DELIVERY DATE THEN DISREGARD THE CHANGED DATE AND DELIVERED IT ANYAYS?????!!?!!?! 😡🤬,3790,,negative
3793,116632,True,Sun Nov 26 00:08:58 +0000 2017,@UPSHelp I dmed you guys,,3792.0,negative
3794,116632,True,Sun Nov 26 00:01:22 +0000 2017,@UPSHelp I’m having trouble with My Choice account. Please Help!,3792,,negative
3796,116633,True,Sun Nov 26 00:17:03 +0000 2017,@UPSHelp Thank you,,3795.0,positive
3797,116633,True,Sun Nov 26 00:01:09 +0000 2017,@115817 what time do you guys stop delivering packages.,3795,,negative
3799,116634,True,Tue Oct 31 23:20:36 +0000 2017,@Uber_Support Thanks!!!,,3798.0,positive
3800,116634,True,Tue Oct 31 23:30:27 +0000 2017,@Uber_Support DM sent,,3798.0,positive
3801,116634,True,Wed Nov 01 00:05:29 +0000 2017,@Uber_Support Hello??? What's going on????,3803,3798.0,negative
3802,116634,True,Tue Oct 31 23:08:14 +0000 2017,@Uber_Support WTF??? Trying to book &amp; it just says Oops. Trying to get help &amp; nothing is working. HELP!!! I need to book urgently #uberdrama,3798,,negative
3805,116635,True,Tue Oct 31 22:26:48 +0000 2017,"@115873 why charge higher than the rate range when I order? Ordered uberblack in Geneva for a 5-min ride. Range was Ch19 -24, charged Ch32.38.",3804,,negative
3807,116636,True,Tue Oct 31 22:28:41 +0000 2017,Hey @115873 I’m currently in a car with the worlds dumbest driver.  Y’all need to start checking these fools,3806,,negative
3809,116637,True,Tue Oct 31 22:25:24 +0000 2017,@Uber_Support one of your drivers just started my ride without picking me up,3808,,negative
3811,116638,True,Tue Oct 31 22:27:09 +0000 2017,"@Uber_Support help! My vehicle registration expires today. I paid my license dept last week but have not received it in the mail, to upload.",3810,,negative
3813,116639,True,Tue Oct 31 22:41:13 +0000 2017,"@115873 ordered a car, took longer than the suggested 6 mins, then you wanted to charge me a £5 cancellation fee. You’re having a bubble bath!",3812,,negative
3815,116640,True,Tue Oct 31 22:26:59 +0000 2017,Wtf just happened. @115873 how do i complain abott a driver who canceled on me due to discriminatory and racist judgements.#uber,3814,,negative
3817,116641,True,Tue Oct 31 22:21:24 +0000 2017,@115873 I had a horrifying experience with the driver Suresh: 9958520468. he refused to pickup and threaten me cancel the booking or else...,3816,,negative
3819,116642,True,Tue Oct 31 22:49:05 +0000 2017,@Uber_Support hello! I meant as a user not as an associate!!,3818,3820.0,negative
3821,116642,True,Tue Oct 31 21:27:55 +0000 2017,"@Uber_Support I live in Mexico City, have not received facturas in the last 2 months and need then ASAP for tax report. please help!",3820,,negative
3823,116643,True,Tue Oct 31 21:50:17 +0000 2017,@Tesco make that on hold for 20 mins - really first class service - erm not https://t.co/NPwoeX9w54,"3822,3824,3825",,negative
3827,116644,True,Tue Oct 31 21:36:28 +0000 2017,@Tesco I couldn't even eat the chorizo because it was too tough. Very dissatisfied.,"3826,3828,3829",,negative
3831,116645,True,Tue Oct 31 22:44:21 +0000 2017,Our pilot and copilot on @Delta tonight!! Love it!! https://t.co/8KLFF97si9,3830,,positive
3833,116646,True,Tue Oct 31 22:44:22 +0000 2017,@Delta nice to know that you bend over your paying customers and don't offer any help with important changes. Absolute JOKE,"3832,3834",,negative
3836,116647,True,Tue Oct 31 22:26:54 +0000 2017,@Delta Good for u!  R u eliminating SLC to LHR nonstops??,3835,3837.0,positive
3883,116648,True,Tue Oct 31 22:54:36 +0000 2017,"@Delta Yes, that's correct. Under the question about a specific reservation option.",3882,3884.0,positive
3885,116648,True,Tue Oct 31 14:33:29 +0000 2017,@Delta Your website comment form makes return trip a required field set. That's a problem for asking questions about 1-way flights.,"3884,3886",,negative
3888,116649,True,Tue Oct 31 22:44:58 +0000 2017,@SpotifyCares Okay! I did it! Thanks,3887,3889.0,positive
3890,116649,True,Tue Oct 31 20:08:43 +0000 2017,@SpotifyCares What should I do in this cases? Thanks in advance! (2),3889,3891.0,neutral
3891,116649,True,Tue Oct 31 20:08:01 +0000 2017,@SpotifyCares hi! I’ve got an issue where my account is like hijacked with an app/device that I don’t even know called Spotiamb 0.2.1..(1),3890,,negative
3893,116650,True,Tue Oct 31 23:05:59 +0000 2017,@SpotifyCares And this is why I’ll love Spotify forever and why you are my favorite music platform. Thank you! 🙏🏽💯❄️,3892,3894.0,positive
3895,116650,True,Tue Oct 31 22:59:08 +0000 2017,"@SpotifyCares I dunno what system you use that decides which part of the song it gonna play- I love Spotify, but maybe a custom clip option?",3894,3896.0,negative
3896,116650,True,Tue Oct 31 22:55:41 +0000 2017,"https://t.co/OBiOirQ3iU

Are you feeling something good?🤔
Well👏🏽
So👏🏽
Am👏🏽
I👏🏽
But I hate my voice, so oh well. 😂
Check it.
#NewMusic ✌🏽❄️",3895,,positive
3898,116651,True,Sun Nov 26 00:22:05 +0000 2017,"@VerizonSupport Cool, thanks",3897,3899.0,positive
3901,116653,True,Sun Nov 26 00:28:21 +0000 2017,@VerizonSupport @116652 except it is causing issues. for lots of players,,3900.0,negative
3902,116652,True,Sun Nov 26 00:16:11 +0000 2017,"@VerizonSupport Ok, thanks for looking into it.",,3900.0,positive
3903,116652,True,Sun Nov 26 00:08:04 +0000 2017,"@VerizonSupport 1    &lt;1 ms    &lt;1 ms    &lt;1 ms  192.168.1.1 
  2     5 ms     1 ms     1 ms  https://t.co/Jq3Mbli8AZ [108.53.222.1] 
  3    10 ms     7 ms     7 ms  https://t.co/o3D5PeN7L8 [100.41.128.86] 
  4     *        *        *     Request timed out.
  5     5 ms     6 ms     6 ms",3900,3904.0,negative
3908,116652,True,Sat Nov 25 23:54:01 +0000 2017,"@VerizonSupport yea I have, it appears to be routing to Washington and then to France",3904,3909.0,positive
3910,116652,True,Sat Nov 25 23:45:48 +0000 2017,@VerizonSupport Was it you or Blizzard who broke the servers?,3909,,negative
3912,116654,True,Sun Nov 26 00:05:51 +0000 2017,@VerizonSupport  https://t.co/QXYZ47KIps,3911,3913.0,positive
3914,116654,True,Sat Nov 25 23:50:11 +0000 2017,@VerizonSupport I have not,3913,3915.0,negative
3916,116654,True,Sat Nov 25 23:46:01 +0000 2017,@116655 Heyo! I can't log into the BattleNet app nor Overwatch. I'm from northern NJ and a Fios user. It seems to be a running theme atm so if there is any other info you need let me know!,3915,,negative
3918,116657,True,Sun Nov 26 00:11:16 +0000 2017,@VerizonSupport Might want to check out https://t.co/vRbAVhEDeE for more reports of this.,,3917.0,positive
3919,116656,True,Sun Nov 26 00:10:45 +0000 2017,@VerizonSupport DM sent.,,3917.0,positive
3920,116656,True,Sun Nov 26 00:05:16 +0000 2017,@VerizonSupport Same reports on @116655 from other FiOS users around the north east.  Is this something Verizon is investigating or could join in on?  Been over 4 hours of outage for some. https://t.co/2Ecdop6zl1,3917,3921.0,negative
3922,116656,True,Sat Nov 25 20:21:35 +0000 2017,"@116655 Myself and friends who can't connect all seem to be Verizon FIOS, so this could be an ISP thing.",3921,3923.0,negative
3923,116656,True,Sat Nov 25 20:18:45 +0000 2017,"@116655 Logged into WoW, got dropped after a few minutes.  After a reboot I can't even reconnect in launcher.  Similar results among friends in this area, northeast US. https://t.co/bOFP56VGk3",3922,,negative
3925,116658,True,Sun Nov 26 00:01:03 +0000 2017,@VerizonSupport I did,3924,3926.0,positive
3927,116658,True,Sat Nov 25 23:57:23 +0000 2017,@VerizonSupport Yes,3926,3928.0,positive
3929,116658,True,Sat Nov 25 23:53:01 +0000 2017,@115722 Yes. I unplugged and plugged everything back in too.,3928,3930.0,positive
3930,115722,True,Sat Nov 25 23:52:29 +0000 2017,"@116658 That's not good. Were you able to change channels and then back?
^JAY",3929,3931.0,negative
3931,116658,True,Sat Nov 25 23:49:26 +0000 2017,Enjoying the end of the #IronBowl with this top notch @115722 service https://t.co/K0taDAwjZA,3930,,positive
3933,116659,True,Sat Nov 25 23:58:05 +0000 2017,@VerizonSupport Nope. A few states away actually. The airbnb we're in doesn't have espnews so we signed in with our Verizon account to go to espn3 and watch. Doesn't allow us. Which I don't get since I know we have espnews back home,3932,3934.0,negative
3935,116659,True,Sat Nov 25 23:53:58 +0000 2017,@VerizonSupport  https://t.co/BcPl6i84L0,3934,3936.0,positive
3937,116659,True,Sat Nov 25 23:48:09 +0000 2017,It is so irritating that @115725 won't let me stream this game on espnews on https://t.co/9BVVRDqTL0 even though I have espnews back home. Makes no sense,3936,3938.0,negative
3938,116659,True,Sat Nov 25 22:12:16 +0000 2017,If only I could be watching this offensive first half. *Sounds* great!,3937,3939.0,negative
3939,116659,True,Sat Nov 25 21:57:39 +0000 2017,17 unanswered points makes it a little better but ughhh,3938,3940.0,negative
3940,116659,True,Sat Nov 25 21:23:03 +0000 2017,Finally got a radio broadcast of it but I'm still mad.,3939,3941.0,negative
3941,116659,True,Sat Nov 25 21:08:41 +0000 2017,"I can't watch the Temple game because this tv in Vermont doesn't have espn news and our verizon account doesn't have it either. 

And I am not happy about this at all. This is absolute crap.",3940,,negative
3905,116652,True,Sun Nov 26 00:08:36 +0000 2017,"@VerizonSupport [137.221.83.74] 
 14    70 ms    70 ms    70 ms  https://t.co/f4G1ki0AwZ [137.221.65.68] 
 15    69 ms    69 ms    69 ms  https://t.co/Kgowdj7YtG [137.221.68.67] 
 16    70 ms    71 ms    71 ms  24.105.30.129",,3904.0,negative
3906,116652,True,Sun Nov 26 00:08:27 +0000 2017,"@VerizonSupport https://t.co/BNTKbb7ZEu [137.221.72.33] 
 10     *        *        *     Request timed out.
 11     *        *        *     Request timed out.
 12    70 ms    69 ms    69 ms  https://t.co/P9uZKrUmvF [137.221.65.67] 
 13    69 ms    76 ms    69 ms  https://t.co/ywKBaiNbc0",,3904.0,negative
3907,116652,True,Sun Nov 26 00:08:15 +0000 2017,"@VerizonSupport https://t.co/DBGP1dQbGB [140.222.237.225] 
  6     *        3 ms     3 ms  https://t.co/EwO1Tt8mXn [4.68.74.21] 
  7     *        *        *     Request timed out.
  8    11 ms    11 ms    11 ms  https://t.co/4hjSe7G5zD [4.16.70.182] 
  9    10 ms    10 ms    10 ms",,3904.0,negative
3943,116660,True,Sat Nov 25 23:49:49 +0000 2017,"@VerizonSupport I just tried from a wired connection. Download speed at 153 mpbs, upload speed hovered at 0.5 mbps before ultimately asking me to try again later. I tried again and download speed hovered at 5 mbps and eventually failed.",3942,3944.0,negative
3945,116660,True,Sat Nov 25 23:21:56 +0000 2017,"@VerizonSupport Hi Jay, I was using the my Fios app",3944,3946.0,positive
3947,116660,True,Sat Nov 25 23:02:46 +0000 2017,@VerizonSupport @115725 ... when your “gigabit” internet is so slow that the Verizon speed test fails repeatedly... https://t.co/qsg0ov6rXp,3946,,negative
3949,116661,True,Sun Nov 26 00:26:31 +0000 2017,"@VerizonSupport All tvs, its a local channel so it's part of my basic service",3951,3948.0,positive
3952,116661,True,Sun Nov 26 00:36:20 +0000 2017,@VerizonSupport Yes,3953,3951.0,positive
3954,116661,True,Sun Nov 26 00:55:23 +0000 2017,@VerizonSupport Done.. No changes,3955,3953.0,neutral
3956,116661,True,Sun Nov 26 01:39:53 +0000 2017,"@VerizonSupport Yes. Guide for 466, the programs are airing on 506. 506 guide doesn't correspond to anything https://t.co/pDEGjNS9ox",3957,3955.0,negative
3958,116661,True,Sun Nov 26 01:46:55 +0000 2017,@VerizonSupport It's been like this for weeks. Can you confirm?,,3957.0,negative
3950,116661,True,Sat Nov 25 23:47:58 +0000 2017,"@VerizonSupport No, it's not selectable on guide or directly entering #. It goes to 455 instead",3948,3959.0,negative
3960,116661,True,Sat Nov 25 23:04:26 +0000 2017,@VerizonSupport Yes,3959,3961.0,positive
3962,116661,True,Sat Nov 25 23:00:46 +0000 2017,"@VerizonSupport No message, can't tune to it at all",3961,3963.0,negative
3964,116661,True,Sat Nov 25 22:57:31 +0000 2017,@VerizonSupport Correct,3963,3965.0,positive
3966,116661,True,Sat Nov 25 21:51:52 +0000 2017,"@VerizonSupport Channel 506 is WBIN-TV, it was 466 which data is right",3965,3967.0,positive
3968,116661,True,Sat Nov 25 21:45:31 +0000 2017,@VerizonSupport can you fix the guide data for channel 506 WBIN-TV. The correct info is listed on channel 466 still which is no longer available,"3969,3967",,negative
3971,116662,True,Sat Nov 25 23:45:20 +0000 2017,@VerizonSupport ty,3970,3972.0,positive
3973,116662,True,Sat Nov 25 22:38:26 +0000 2017,"@116655 Heyy so I am having trouble connecting from central jersey on fios, saw that others are having issues as well?",3972,,negative
3975,116663,True,Wed Nov 01 21:02:24 +0000 2017,@British_Airways The staff in the counter issued the boarding pass for me and my wife but they didnt board us on the plane,"3977,3978",3974.0,negative
3976,116663,True,Tue Oct 31 16:33:33 +0000 2017,"@British_Airways i hope you can help me, becuse the way i am treated it's totally unacceptable.",3974,,negative
3980,116664,True,Tue Oct 31 23:14:59 +0000 2017,@British_Airways We have but not satisfactorily. Can you DM me please,3982,3979.0,negative
3983,116664,True,Wed Nov 01 09:54:59 +0000 2017,@British_Airways Can you tell me who can.,3984,3982.0,neutral
3985,116664,True,Thu Nov 02 20:16:18 +0000 2017,@British_Airways I’ve spoken to 5 so far.All telling me different things.Nobody seems 2 be able 2 sort this.A holiday isn’t meant 2 cause this much stress.,3986,3984.0,negative
3981,116664,True,Tue Oct 31 16:33:02 +0000 2017,@British_Airways booked us into @103574 @73772 when it’s closed wish I’d used @116665 #disappointed #noholiday,3979,,negative
3988,116666,True,Tue Oct 31 16:31:25 +0000 2017,@British_Airways can you please provide me with your complaints procedure?,"3987,3989,3990,3991",,negative
3993,116667,True,Tue Oct 31 23:06:18 +0000 2017,@British_Airways Thank you for your personal call &amp; help today. I now have my receipt &amp; confirmed tickets.,3992,3994.0,positive
3997,116667,True,Mon Oct 30 18:53:20 +0000 2017,@British_Airways British Air keeps losing the CIV # to charge my flights. Been going on since early October. Poor customer service.,"3998,3994",,negative
4000,116668,True,Wed Nov 01 08:20:49 +0000 2017,"@British_Airways 00447900248601, anytime today","4002,4003",3999.0,positive
4004,116668,True,Tue Nov 07 07:56:09 +0000 2017,"@British_Airways I have had enough of this terrible customer service, k airw do not reply to my requests for update. I paid b airways, you delayed the flight","4006,4007",4003.0,negative
4008,116668,True,Tue Nov 07 11:29:02 +0000 2017,@British_Airways Can you send me prooft that the bag was transferred to kuwait airways at hesthrow?,"4009,4010",4006.0,positive
4005,116668,True,Tue Nov 07 07:57:37 +0000 2017,"@British_Airways Please advise how yo get compensation for lost bag, ihave  spent far too long chasing this, never had this problem with other airlines",,4003.0,negative
4001,116668,True,Tue Oct 31 16:56:04 +0000 2017,"@British_Airways Help, Can someone actually help, have tried inputting info onto missing baggage on ie, chrome and apple. 8 days waiting for bag. A mess",3999,4011.0,negative
4011,116668,True,Thu Oct 26 02:23:00 +0000 2017,"@British_Airways Kevin drayne __email__ 00447900248601. Onthis business trip, i had to buy add’l clothes, please advise on this","4012,4001",4013.0,negative
4014,116668,True,Wed Oct 25 13:25:37 +0000 2017,"@British_Airways Have filed report with kuwait airlines, their file ref kwiku14346 hope this helps","4013,4015",4016.0,positive
4017,116668,True,Wed Oct 25 11:55:14 +0000 2017,"@British_Airways Your rep at hrow assured me it would be on Kuwait airlines, it was not. Went to  their baggage reclaim, they are waiting for you to send it","4016,4018",4019.0,negative
4020,116668,True,Tue Oct 24 19:25:20 +0000 2017,@British_Airways Kuwait airlines leaving heathrow on monday afternoon,4019,4021.0,positive
4022,116668,True,Tue Oct 24 14:29:40 +0000 2017,"@British_Airways No, when i was in hrow, they took the old tickets off me which had the  ref. No Was told it would be on kuwait airlines monday anoon flight",4021,4023.0,negative
4024,116668,True,Tue Oct 24 08:21:20 +0000 2017,"@British_Airways  where is my missing bag ? On br airways flight to bfast hrow kuwait, delayed flightput on K airlines mon anoon  veryupset","4023,4025",,negative
4027,116669,True,Tue Oct 31 17:28:41 +0000 2017,Hi @British_Airways I flew BA198 from Mumbai to London today and my cabin crew called Victor &amp; Sarah were the best cabin crew ever. #payrise,"4026,4028",,positive
4030,116670,True,Wed Nov 01 09:31:35 +0000 2017,"@British_Airways That's fine, but when a budget airline such as KLM can provide complimentary food for a fraction of the price, it is laughable!",4032,4029.0,negative
4031,116670,True,Tue Oct 31 17:27:10 +0000 2017,Can't believe @British_Airways don't provide free food on flights costs £300+ but @116671 are happy to do so at £45. Rip off Britain! 😂,4029,,negative
4034,116672,True,Tue Nov 21 22:56:20 +0000 2017,"@AskeBay when are you going to correct the inbalance for sellers, they need to be able to mark buyers as time wasters and liars.","4033,4035",,negative
4037,116673,True,Tue Oct 31 23:11:41 +0000 2017,"@ComcastCares
#mobile_Care I am setting up my tv box and it has been frozen on select your languages for about 15 minuets.",4036,,negative
4039,116674,True,Tue Oct 31 23:16:28 +0000 2017,@comcastcares Just did,,4038.0,positive
4040,116674,True,Tue Oct 31 23:10:42 +0000 2017,"@ComcastCares
#mobile_Care I have all premium channels but when I go to view on demand it says I need to subscribe? But I’m subscribed","4038,4041",,negative
4043,116675,True,Tue Oct 31 23:07:02 +0000 2017,@comcastcares 🎃,4042,4044.0,positive
4045,116675,True,Tue Oct 31 23:03:47 +0000 2017,@comcastcares On 11/3. Frankly you guys could do better!!,4044,4046.0,negative
4048,116675,True,Tue Oct 31 22:18:54 +0000 2017,@116136 @comcastcares fails to deliver quality service. Have dealt w/ them all day &amp; still no resolution. #comcastdoesntcare #ihatecomcast,4046,,negative
4050,116676,True,Tue Oct 31 22:58:45 +0000 2017,@115900 If you just want to tell me if there's internet outages in Salisbury Mass that'd be great.,4049,4051.0,positive
4051,116676,True,Tue Oct 31 22:58:15 +0000 2017,"Hey @115900 my password is saved on my laptop, my internet isn't working, and I can't check outages without signing in.. weird way to do it","4050,4052",,negative
4054,116677,True,Tue Oct 31 22:54:44 +0000 2017,@comcastcares Don't sports have entire channels dedicated to them? Why is #jeopardy being preempted for baseball right now?,4053,,negative
4056,116678,True,Tue Oct 31 23:00:47 +0000 2017,@comcastcares My upload speeds are trash. Explain.,4055,,negative
4058,116679,True,Tue Oct 31 22:53:40 +0000 2017,"XFINITY decided to reset my internet again :D Had to restart stream, Live again https://t.co/vlGtF0UAit",4057,,negative
4060,116680,True,Tue Oct 31 22:37:57 +0000 2017,"@comcastcares Trying to call to set up new service... asks for phone # and zip code, says it’s transferring me then it hangs up. Twice now.",4059,,negative
4062,116681,True,Tue Oct 31 22:55:26 +0000 2017,@116136 @comcastcares i guess i pay 200 a month for 12 hours of THIS right? Thats what im paying for? https://t.co/OqVrO1etdS,4061,,negative
4064,116682,True,Wed Nov 01 02:04:21 +0000 2017,@AmericanAir It’s fine. The people on line handled fantastic. I would just hope that all are empowered to make decisions to help the customer.,4066,4063.0,positive
4065,116682,True,Tue Oct 31 22:49:57 +0000 2017,When I email @AmericanAir I get the best customer service. Why the people on the phone aren't enabled to do the same just baffles me.,4063,,positive
4068,116683,True,Tue Oct 31 22:58:53 +0000 2017,Anyone who needs to book a flight for our wedding: DO IT NOW! Round trip only $85 with @AmericanAir 💍✈️,4067,,positive
4070,116684,True,Tue Oct 31 23:02:46 +0000 2017,@AmericanAir Charging me $50 dollars to bring in a gift bag today was uncalled for. I can fly with anyone. I’m done just throwing money away.,4072,4069.0,negative
4073,116684,True,Tue Oct 31 23:45:59 +0000 2017,@AmericanAir Here is a customer service tip! This $50 just cost you thousand of dollars moving forward. I hope your CEO learns from this!,,4072.0,negative
4074,116684,True,Tue Oct 31 23:14:13 +0000 2017,@AmericanAir That’s ok I will fly with @48751 from now on at least I know I will be on time and they will let me bring what I want! Bye AA,,4072.0,positive
4071,116684,True,Tue Oct 31 22:54:23 +0000 2017,Today is the day that @AmericanAir lost my business for the rest of my life as well as everyone in my family.,"4069,4075",,negative
4077,116685,True,Tue Oct 31 23:06:51 +0000 2017,@115911 Y'all fucked up and acting like you can't fix it without the primary member otp but she can't use her phone because of y'all fuck up🤷🏾‍♀️,4076,4078.0,negative
4078,115911,True,Tue Oct 31 23:02:13 +0000 2017,@116685 Hey now. Use your nice words first. What can we do for you? *ErikS,4077,4079.0,positive
4079,116685,True,Tue Oct 31 23:00:29 +0000 2017,Bitch I'm like two seconds away from cussing @115911 tf out 🙄,4078,,negative
